ANKH,intracellular
ANKRD1,intracellular
PRMT2,intracellular
PRMT9,intracellular
PRMT8,intracellular
ANO10,intracellular
ANO2,intracellular
ANO9,intracellular
ANKRD27,intracellular
ANKRD40,intracellular
ANKRD54,intracellular
SERPINC1,extracellular
ANTXR1,intracellular
ANTXR2,extracellular
ANXA11,intracellular
ANXA1,extracellular
ANXA9,intracellular
AP1AR,intracellular
TFAP2E,intracellular
AP3M1,intracellular
AP3S1,intracellular
AP4M1,intracellular
AP5Z1,intracellular
APAF1,intracellular
APBB2,intracellular
APBB1,intracellular
APPBP2,intracellular
ANAPC11,intracellular
APC2,intracellular
APCDD1L,intracellular
APOA5,extracellular
APOC1,extracellular
APOL4,extracellular
APOPT1,intracellular
APRT,intracellular
ARL6IP6,intracellular
ARC,intracellular
ARF1,intracellular
ARF6,intracellular
ARHGEF4,intracellular
NET1,intracellular
ARHGEF25,intracellular
ARL17A,intracellular
ARL3,intracellular
ARL8B,intracellular
AKR1C2,intracellular
AKR1C4,intracellular
AKR1D1,intracellular
AKAP7,intracellular
AKAP3,intracellular
ALDH1A2,intracellular
ALDH1B1,intracellular
ALDH3A1,intracellular
ALDH3B2,intracellular
ALOX5AP,intracellular
ALDH7A1,intracellular
GPT,intracellular
GPT2,intracellular
ALB,extracellular
ALDOC,intracellular
ALG2,intracellular
ALG3,intracellular
ALPK3,intracellular
ALX1,intracellular
AMPD3,intracellular
LVRN,intracellular
AMY1A,extracellular
ANKRD30A,intracellular
ANP32E,intracellular
NAGLU,intracellular
AR,intracellular
ANGPTL5,extracellular
ANKRD7,intracellular
ANKMY1,intracellular
ANKZF1,intracellular
ANLN,intracellular
PRMT1,intracellular
ANO1,intracellular
ANKRD11,intracellular
ANKRD17,intracellular
ANKRD37,intracellular
ANKRD39,intracellular
ANKRD45,intracellular
ANXA10,intracellular
ANXA13,intracellular
AP1B1,intracellular
TFAP2D,intracellular
TFAP2B,intracellular
AP3D1,intracellular
APBA1,intracellular
ANAPC1,intracellular
APOLD1,extracellular
APLP2,intracellular
LPA,extracellular
APOL1,extracellular
ASPRV1,intracellular
PMAIP1,intracellular
APTX,intracellular
ARFGAP1,intracellular
PAM,extracellular
AMPD1,intracellular
ENPEP,intracellular
ANKRD13C,intracellular
ANP32D,intracellular
ANGPTL3,extracellular
ANGPTL8,extracellular
ANGPT2,extracellular
ANKK1,intracellular
ANKRD6,intracellular
ANKMY2,intracellular
ANO4,intracellular
ANKRD19P,intracellular
ANKS1A,intracellular
ANXA8,intracellular
AP1M2,intracellular
AP1S3,intracellular
AP2B1,intracellular
AP2M1,intracellular
AP2S1,intracellular
AP3B1,intracellular
NUDT2,intracellular
APBA3,intracellular
APBB3,intracellular
ANAPC13,intracellular
APCDD1,intracellular
APOBR,intracellular
APOL3,extracellular
AQP8,intracellular
ARFGAP3,intracellular
ARHGEF39,intracellular
CDKN2A,intracellular
ARGLU1,intracellular
ARHGEF26,intracellular
ARIH2OS,intracellular
ARL4D,intracellular
ARL5C,intracellular
ARL6,intracellular
ASL,intracellular
ARMC12,intracellular
ARMC3,intracellular
ARMCX5,intracellular
ADRM1,intracellular
ADO,intracellular
ADGRG5,intracellular
INA,intracellular
AIPL1,intracellular
AIRE,intracellular
AKAP17A,intracellular
AKR1C3,intracellular
AKAP4,intracellular
AKR1C8P,intracellular
AKAP6,intracellular
AKIRIN2,intracellular
AKT3,intracellular
GNAS,intracellular
ALG11,intracellular
ALG8,intracellular
ALMS1,intracellular
AMPH,intracellular
AOPEP,intracellular
LRPAP1,extracellular
NPPC,extracellular
ANGPTL7,extracellular
ANK1,intracellular
ANK3,intracellular
ANKRD28,intracellular
ANKRD50,intracellular
ANKRA2,intracellular
ANTXRL,intracellular
ANXA2,ECM
ANXA4,intracellular
AOC2,intracellular
AOC3,intracellular
SNAP91,intracellular
AP1G1,intracellular
AP1M1,intracellular
TFAP2C,intracellular
AP3B2,intracellular
AP3M2,intracellular
AP4E1,intracellular
AP5B1,intracellular
ANAPC4,intracellular
ANAPC7,intracellular
APEX2,intracellular
API5,intracellular
APMAP,intracellular
APOC2,extracellular
APOE,ECM
ALG10,intracellular
GLA,extracellular
AGAP5,intracellular
ADGRG7,intracellular
AGTR1,intracellular
AKT1,intracellular
ALDH1A3,intracellular
ALS2CR12,intracellular
ALDH4A1,intracellular
ALDH8A1,intracellular
ALDOA,extracellular
ALG1,intracellular
ALKBH6,intracellular
ALKBH8,intracellular
ALPK1,intracellular
ALX3,intracellular
AMBP,extracellular
AMFR,intracellular
AMIGO3,intracellular
AMHR2,intracellular
AMMECR1,intracellular
AMOTL1,intracellular
AMPD2,intracellular
ANPEP,intracellular
ANKRD34B,intracellular
ANKRD36C,intracellular
ZFYVE19,intracellular
ANGPTL2,extracellular
ANKAR,intracellular
ANKLE2,intracellular
PRMT3,intracellular
PRMT6,intracellular
ANKRD33,intracellular
ANKRD46,intracellular
ANKRD49,intracellular
ANKRD53,intracellular
